;combined_fips;W;GEO.id2;GEO.display-label;HC01_EST_VC15
0;2013;-0.15171054552599994;2013;Aleutians East Borough, Alaska;71231
1;2016;-0.15171054552599994;2016;Aleutians West Census Area, Alaska;94923
2;2020;-0.15171054552599994;2020;Anchorage Municipality, Alaska;99630
3;2050;-0.15171054552599994;2050;Bethel Census Area, Alaska;65709
4;2060;-0.15171054552599994;2060;Bristol Bay Borough, Alaska;87875
5;2068;-0.15171054552599994;2068;Denali Borough, Alaska;89038
6;2070;-0.15171054552599994;2070;Dillingham Census Area, Alaska;69872
7;2090;-0.15171054552599994;2090;Fairbanks North Star Borough, Alaska;86453
8;2100;-0.15171054552599994;2100;Haines Borough, Alaska;76126
9;2105;-0.15171054552599994;2105;Hoonah-Angoon Census Area, Alaska;67142
10;2110;-0.15171054552599994;2110;Juneau City and Borough, Alaska;102355
11;2122;-0.15171054552599994;2122;Kenai Peninsula Borough, Alaska;78118
12;2130;-0.15171054552599994;2130;Ketchikan Gateway Borough, Alaska;80178
13;2150;-0.15171054552599994;2150;Kodiak Island Borough, Alaska;82983
14;2164;-0.15171054552599994;2164;Lake and Peninsula Borough, Alaska;63274
15;2170;-0.15171054552599994;2170;Matanuska-Susitna Borough, Alaska;85204
16;2180;-0.15171054552599994;2180;Nome Census Area, Alaska;64816
17;2185;-0.15171054552599994;2185;North Slope Borough, Alaska;88398
18;2188;-0.15171054552599994;2188;Northwest Arctic Borough, Alaska;78387
19;2195;-0.15171054552599994;2195;Petersburg Borough, Alaska;83344
20;2198;-0.15171054552599994;2198;Prince of Wales-Hyder Census Area, Alaska;63684
21;2220;-0.15171054552599994;2220;Sitka City and Borough, Alaska;82614
22;2230;-0.15171054552599994;2230;Skagway Municipality, Alaska;81486
23;2240;-0.15171054552599994;2240;Southeast Fairbanks Census Area, Alaska;72110
24;2261;-0.15171054552599994;2261;Valdez-Cordova Census Area, Alaska;88839
25;2275;-0.15171054552599994;2275;Wrangell City and Borough, Alaska;62771
26;2282;-0.15171054552599994;2282;Yakutat City and Borough, Alaska;73067
27;2290;-0.15171054552599994;2290;Yukon-Koyukuk Census Area, Alaska;52496
28;1001;-0.494789343497;1001;Autauga County, Alabama;64765
29;1003;-0.577861621851;1003;Baldwin County, Alabama;68169
30;1005;-0.05611164581299999;1005;Barbour County, Alabama;44688
31;1007;-0.555441243713;1007;Bibb County, Alabama;52241
32;1009;-0.8138197289634;1009;Blount County, Alabama;54884
33;1011;0.508615188257;1011;Bullock County, Alabama;41947
34;1013;-0.135290731145;1013;Butler County, Alabama;43972
35;1015;-0.41383823032799993;1015;Calhoun County, Alabama;53457
36;1017;-0.14806212803000007;1017;Chambers County, Alabama;49456
37;1019;-0.6936113491379999;1019;Cherokee County, Alabama;50591
38;1021;-0.66606409203;1021;Chilton County, Alabama;55546
39;1023;-0.13662630710000007;1023;Choctaw County, Alabama;47721
40;1025;-0.10799319727899998;1025;Clarke County, Alabama;48153
41;1027;-0.6080340839930001;1027;Clay County, Alabama;44846
42;1029;-0.773729332517;1029;Cleburne County, Alabama;50244
43;1031;-0.567006288695;1031;Coffee County, Alabama;62808
44;1033;-0.38260375213199993;1033;Colbert County, Alabama;53233
45;1035;-0.05257527128299999;1035;Conecuh County, Alabama;38051
46;1037;-0.30557151062599996;1037;Coosa County, Alabama;41365
47;1039;-0.6854848906309999;1039;Covington County, Alabama;50925
48;1041;-0.4555342290469999;1041;Crenshaw County, Alabama;50203
49;1043;-0.778046032512;1043;Cullman County, Alabama;51783
50;1045;-0.504377719289;1045;Dale County, Alabama;55568
51;1047;0.37597437266399997;1047;Dallas County, Alabama;43626
52;1049;-0.693743770605;1049;DeKalb County, Alabama;48656
53;1051;-0.519794065844;1051;Elmore County, Alabama;66592
54;1053;-0.36705449286800007;1053;Escambia County, Alabama;44903
55;1055;-0.5010351014400001;1055;Etowah County, Alabama;51264
56;1057;-0.6523914104440001;1057;Fayette County, Alabama;46340
57;1059;-0.6080301129230001;1059;Franklin County, Alabama;47562
58;1061;-0.724333133202;1061;Geneva County, Alabama;49044
59;1063;0.6515837104070001;1063;Greene County, Alabama;33110
60;1065;0.19975031211;1065;Hale County, Alabama;46127
61;1067;-0.41624048896099997;1067;Henry County, Alabama;54837
62;1069;-0.47632643350000003;1069;Houston County, Alabama;59545
63;1071;-0.6244888140479999;1071;Jackson County, Alabama;48877
64;1073;0.07227233713999998;1073;Jefferson County, Alabama;66801
65;1075;-0.690232289713;1075;Lamar County, Alabama;47505
66;1077;-0.46010357354500003;1077;Lauderdale County, Alabama;56821
67;1079;-0.486972577446;1079;Lawrence County, Alabama;52205
68;1081;-0.231220087397;1081;Lee County, Alabama;61914
69;1083;-0.49451776649800006;1083;Limestone County, Alabama;67715
70;1085;0.468993409227;1085;Lowndes County, Alabama;45423
71;1087;0.667924096937;1087;Macon County, Alabama;41830
72;1089;-0.167827782759;1089;Madison County, Alabama;79044
73;1091;0.034983558641;1091;Marengo County, Alabama;50336
74;1093;-0.7621592317230002;1093;Marion County, Alabama;47656
75;1095;-0.695095095095;1095;Marshall County, Alabama;55974
76;1097;-0.138676883717;1097;Mobile County, Alabama;58783
77;1099;-0.14344624447699994;1099;Monroe County, Alabama;39437
78;1101;0.261610201752;1101;Montgomery County, Alabama;62201
79;1103;-0.523614250565;1103;Morgan County, Alabama;60761
80;1105;0.46051379638400003;1105;Perry County, Alabama;38795
81;1107;-0.156098588582;1107;Pickens County, Alabama;42939
82;1109;-0.2028406909790001;1109;Pike County, Alabama;48558
83;1111;-0.5337611056259999;1111;Randolph County, Alabama;46845
84;1113;0.019178511706000045;1113;Russell County, Alabama;49746
85;1117;-0.503175147165;1117;Shelby County, Alabama;87820
86;1115;-0.686111184332;1115;St. Clair County, Alabama;62766
87;1119;0.49413237365100005;1119;Sumter County, Alabama;31841
88;1121;-0.25552411343299997;1121;Talladega County, Alabama;48642
89;1123;-0.415910073498;1123;Tallapoosa County, Alabama;51602
90;1125;-0.195268517159;1125;Tuscaloosa County, Alabama;62431
91;1127;-0.67441780939;1127;Walker County, Alabama;49856
92;1129;-0.431582666039;1129;Washington County, Alabama;51777
93;1131;0.42526661197699994;1131;Wilcox County, Alabama;36925
94;1133;-0.8146270112145;1133;Winston County, Alabama;45018
95;5001;-0.30582130695700005;5001;Arkansas County, Arkansas;52891
96;5003;-0.3650180640330001;5003;Ashley County, Arkansas;49387
97;5005;-0.536071939505;5005;Baxter County, Arkansas;49367
98;5007;-0.34857100422199994;5007;Benton County, Arkansas;76269
99;5009;-0.5844645550530001;5009;Boone County, Arkansas;52545
100;5011;-0.23389549350300004;5011;Bradley County, Arkansas;48207
101;5013;-0.40800000000000003;5013;Calhoun County, Arkansas;48201
102;5015;-0.32272897897899994;5015;Carroll County, Arkansas;48204
103;5017;0.15280790551899998;5017;Chicot County, Arkansas;46711
104;5019;-0.09468021518299996;5019;Clark County, Arkansas;49312
105;5021;-0.297758447641;5021;Clay County, Arkansas;43625
106;5023;-0.6143883689840001;5023;Cleburne County, Arkansas;58972
107;5025;-0.526523188845;5025;Cleveland County, Arkansas;55059
108;5027;-0.262079891366;5027;Columbia County, Arkansas;50019
109;5029;-0.279316064821;5029;Conway County, Arkansas;53564
110;5031;-0.352436513384;5031;Craighead County, Arkansas;59163
111;5033;-0.5497178966380001;5033;Crawford County, Arkansas;53944
112;5035;0.08956829978499992;5035;Crittenden County, Arkansas;51571
113;5037;-0.37798272580899994;5037;Cross County, Arkansas;48635
114;5039;-0.12477198102800002;5039;Dallas County, Arkansas;44244
115;5041;0.07382867960300005;5041;Desha County, Arkansas;41200
116;5043;-0.24465811965800005;5043;Drew County, Arkansas;43927
117;5045;-0.315870071607;5045;Faulkner County, Arkansas;65086
118;5047;-0.546133174082;5047;Franklin County, Arkansas;49443
119;5049;-0.5065345699830001;5049;Fulton County, Arkansas;45069
120;5051;-0.341373924685;5051;Garland County, Arkansas;56414
121;5053;-0.547483588621;5053;Grant County, Arkansas;60657
122;5055;-0.5298848980729999;5055;Greene County, Arkansas;52017
123;5057;-0.28923253150100003;5057;Hempstead County, Arkansas;44026
124;5059;-0.4245450698269999;5059;Hot Spring County, Arkansas;50448
125;5061;-0.38951230038900003;5061;Howard County, Arkansas;53760
126;5063;-0.524213345235;5063;Independence County, Arkansas;50920
127;5065;-0.543180133433;5065;Izard County, Arkansas;44578
128;5067;-0.329668172001;5067;Jackson County, Arkansas;46279
129;5069;0.252696336098;5069;Jefferson County, Arkansas;50679
130;5071;-0.40580193397799996;5071;Johnson County, Arkansas;49054
131;5073;-0.25467372134000005;5073;Lafayette County, Arkansas;48719
132;5075;-0.497601705454;5075;Lawrence County, Arkansas;42338
133;5077;0.16844207722999993;5077;Lee County, Arkansas;38639
134;5079;-0.31541688516;5079;Lincoln County, Arkansas;50527
135;5081;-0.425077041603;5081;Little River County, Arkansas;47093
136;5083;-0.513458349279;5083;Logan County, Arkansas;49390
137;5085;-0.5329148920269999;5085;Lonoke County, Arkansas;63093
138;5087;-0.491005603067;5087;Madison County, Arkansas;51035
139;5089;-0.5507591545100001;5089;Marion County, Arkansas;41541
140;5091;-0.43833905713399995;5091;Miller County, Arkansas;51692
141;5093;-0.10519430550200004;5093;Mississippi County, Arkansas;48548
142;5095;-0.03687635574799997;5095;Monroe County, Arkansas;39360
143;5097;-0.5335268505079999;5097;Montgomery County, Arkansas;45810
144;5099;-0.2613671512529999;5099;Nevada County, Arkansas;42132
145;5101;-0.5832216563920001;5101;Newton County, Arkansas;43432
146;5103;-0.10393684849699997;5103;Ouachita County, Arkansas;44812
147;5105;-0.46142891051499996;5105;Perry County, Arkansas;56268
148;5107;0.268204235567;5107;Phillips County, Arkansas;42248
149;5109;-0.623356926189;5109;Pike County, Arkansas;47231
150;5111;-0.24058300208299999;5111;Poinsett County, Arkansas;42598
151;5113;-0.664450190863;5113;Polk County, Arkansas;46708
152;5115;-0.5048038988160001;5115;Pope County, Arkansas;52748
153;5117;-0.49676850763800007;5117;Prairie County, Arkansas;43050
154;5119;0.17875710083200003;5119;Pulaski County, Arkansas;66590
155;5121;-0.48835735783300005;5121;Randolph County, Arkansas;44878
156;5125;-0.434954109022;5125;Saline County, Arkansas;67036
157;5127;-0.62015246934;5127;Scott County, Arkansas;45296
158;5129;-0.6365603028669999;5129;Searcy County, Arkansas;43678
159;5131;-0.38076543379999994;5131;Sebastian County, Arkansas;57579
160;5133;-0.488377241532;5133;Sevier County, Arkansas;46398
161;5135;-0.547009735744;5135;Sharp County, Arkansas;39494
162;5123;0.11279007015600007;5123;St. Francis County, Arkansas;41777
163;5137;-0.5232495024430001;5137;Stone County, Arkansas;43768
164;5139;-0.27751254743599996;5139;Union County, Arkansas;53430
165;5141;-0.5393053016449999;5141;Van Buren County, Arkansas;43984
166;5143;-0.10392435351200002;5143;Washington County, Arkansas;64299
167;5145;-0.5785217296269999;5145;White County, Arkansas;58530
168;5147;-0.089019607843;5147;Woodruff County, Arkansas;41140
169;5149;-0.48959148536600006;5149;Yell County, Arkansas;48593
170;4001;0.368776461761;4001;Apache County, Arizona;41523
171;4003;-0.22585579530499994;4003;Cochise County, Arizona;59305
172;4005;0.19441785928900007;4005;Coconino County, Arizona;68735
173;4007;-0.32367510982299996;4007;Gila County, Arizona;49868
174;4009;-0.39567802998600005;4009;Graham County, Arizona;55869
175;4011;-0.24668516805399998;4011;Greenlee County, Arizona;61585
176;4012;-0.41837355505900004;4012;La Paz County, Arizona;43636
177;4013;-0.034465286779000015;4013;Maricopa County, Arizona;74347
178;4015;-0.514510237366;4015;Mohave County, Arizona;50762
179;4017;-0.07916066536799998;4017;Navajo County, Arizona;48549
180;4019;0.13479801087700005;4019;Pima County, Arizona;63944
181;4021;-0.19316667555000006;4021;Pinal County, Arizona;60169
182;4023;0.471258207156;4023;Santa Cruz County, Arizona;52983
183;4025;-0.31425953869400003;4025;Yavapai County, Arizona;58003
184;4027;-0.055202531955999945;4027;Yuma County, Arizona;54022
185;6001;0.644431216823;6001;Alameda County, California;101953
186;6003;0.18608695652199997;6003;Alpine County, California;62959
187;6005;-0.252240195508;6005;Amador County, California;70997
188;6007;-0.04003551629500002;6007;Butte County, California;60800
189;6009;-0.23882869168099996;6009;Calaveras County, California;72202
190;6011;-0.13527449196199992;6011;Colusa County, California;65310
191;6013;0.43473839585299995;6013;Contra Costa County, California;109573
192;6015;-0.17615639354700008;6015;Del Norte County, California;54641
193;6017;-0.138857757654;6017;El Dorado County, California;93356
194;6019;0.03880302400699992;6019;Fresno County, California;63314
195;6021;-0.29032945943;6021;Glenn County, California;59845
196;6023;0.25903793554499993;6023;Humboldt County, California;56440
197;6025;0.41129553783100004;6025;Imperial County, California;56603
198;6027;-0.13669334667300004;6027;Inyo County, California;61925
199;6029;-0.1501113790339999;6029;Kern County, California;65917
200;6031;-0.1408992248060001;6031;Kings County, California;63232
201;6033;0.037408968953;6033;Lake County, California;50453
202;6035;-0.5133371713680001;6035;Lassen County, California;63361
203;6037;0.480184927106;6037;Los Angeles County, California;82941
204;6039;-0.17330648221099992;6039;Madera County, California;59598
205;6041;0.6286917528490001;6041;Marin County, California;146444
206;6043;-0.23239833277;6043;Mariposa County, California;65619
207;6045;0.29156099693899995;6045;Mendocino County, California;59563
208;6047;0.07925122874699997;6047;Merced County, California;58398
209;6049;-0.48079785650500007;6049;Modoc County, California;48845
210;6051;0.11951882033400002;6051;Mono County, California;70947
211;6053;0.39673755637299996;6053;Monterey County, California;81128
212;6055;0.35191741143300004;6055;Napa County, California;99859
213;6057;0.045492813758999995;6057;Nevada County, California;76041
214;6059;0.07680044976899997;6059;Orange County, California;103752
215;6061;-0.11298594318800004;6061;Placer County, California;94595
216;6063;-0.21007927519799996;6063;Plumas County, California;66613
217;6065;0.04334476281899996;6065;Riverside County, California;74222
218;6067;0.236872387846;6067;Sacramento County, California;74159
219;6069;0.20367630320900004;6069;San Benito County, California;87412
220;6071;0.09779001741799997;6071;San Bernardino County, California;69064
221;6073;0.17835795150700007;6073;San Diego County, California;87081
222;6075;0.7608918819033;6075;San Francisco County, California;119406
223;6077;0.12886520609399998;6077;San Joaquin County, California;70520
224;6079;0.08291390728500003;6079;San Luis Obispo County, California;80404
225;6081;0.576868093454;6081;San Mateo County, California;135131
226;6083;0.2824191348400001;6083;Santa Barbara County, California;89903
227;6085;0.5249503905039999;6085;Santa Clara County, California;128243
228;6087;0.5728796835490001;6087;Santa Cruz County, California;91983
229;6089;-0.37373542464899995;6089;Shasta County, California;59740
230;6091;-0.2477827051;6091;Sierra County, California;65938
231;6093;-0.20699737850300004;6093;Siskiyou County, California;50890
232;6095;0.304766542574;6095;Solano County, California;83446
233;6097;0.4791295867359999;6097;Sonoma County, California;87597
234;6099;0.006269973934000084;6099;Stanislaus County, California;65947
235;6101;-0.162640901771;6101;Sutter County, California;69238
236;6103;-0.36765027322399996;6103;Tehama County, California;55221
237;6105;-0.11301950805800004;6105;Trinity County, California;52129
238;6107;-0.12042803819300008;6107;Tulare County, California;58678
239;6109;-0.20901499659199996;6109;Tuolumne County, California;64828
240;6111;0.16800322202399998;6111;Ventura County, California;100843
241;6113;0.4204017936519999;6113;Yolo County, California;78450
242;6115;-0.241190996296;6115;Yuba County, California;58447
243;8001;0.07231406138500002;8001;Adams County, Colorado;72120
244;8003;0.019863708859000018;8003;Alamosa County, Colorado;50743
245;8005;0.13749653835499998;8005;Arapahoe County, Colorado;87869
246;8007;-0.23936899862799993;8007;Archuleta County, Colorado;65299
247;8009;-0.6824869482679999;8009;Baca County, Colorado;48142
248;8011;-0.309196617336;8011;Bent County, Colorado;49543
249;8013;0.4863156703540001;8013;Boulder County, Colorado;96998
250;8014;0.14080659846899996;8014;Broomfield County, Colorado;102402
251;8015;-0.046367851622999945;8015;Chaffee County, Colorado;63204
252;8017;-0.7230483271370001;8017;Cheyenne County, Colorado;59943
253;8019;0.02874186551000002;8019;Clear Creek County, Colorado;92927
254;8021;-0.03324937027699998;8021;Conejos County, Colorado;50251
255;8023;0.29010989011000005;8023;Costilla County, Colorado;46669
256;8025;-0.48510919920600004;8025;Crowley County, Colorado;41441
257;8027;-0.4118798955610001;8027;Custer County, Colorado;47921
258;8029;-0.4523137866880001;8029;Delta County, Colorado;60252
259;8031;0.563835878273;8031;Denver County, Colorado;79959
260;8033;-0.5764227642280001;8033;Dolores County, Colorado;48750
261;8035;-0.181135809489;8035;Douglas County, Colorado;125928
262;8037;0.19897395073199997;8037;Eagle County, Colorado;102559
263;8039;-0.540506087068;8039;Elbert County, Colorado;104099
264;8041;-0.22567856150999993;8041;El Paso County, Colorado;76967
265;8043;-0.4474862888479999;8043;Fremont County, Colorado;51917
266;8045;-0.07087511394699997;8045;Garfield County, Colorado;73579
267;8047;0.01958589815399997;8047;Gilpin County, Colorado;79393
268;8049;-0.134852578409;8049;Grand County, Colorado;76023
269;8051;0.19550489299899998;8051;Gunnison County, Colorado;61040
270;8053;-0.241086587437;8053;Hinsdale County, Colorado;70832
271;8055;-0.06468716861099999;8055;Huerfano County, Colorado;49320
272;8057;-0.5301624129929999;8057;Jackson County, Colorado;56305
273;8059;0.06995144235299999;8059;Jefferson County, Colorado;89899
274;8061;-0.744431418522;8061;Kiowa County, Colorado;54539
275;8063;-0.6554110157759999;8063;Kit Carson County, Colorado;57553
276;8065;0.10582677165399995;8065;Lake County, Colorado;56194
277;8067;0.09208384870800007;8067;La Plata County, Colorado;75392
278;8069;0.04923232437799996;8069;Larimer County, Colorado;78071
279;8071;-0.15568504407600003;8071;Las Animas County, Colorado;54858
280;8073;-0.61365528726;8073;Lincoln County, Colorado;54961
281;8075;-0.55957534529;8075;Logan County, Colorado;58258
282;8077;-0.362879961536;8077;Mesa County, Colorado;65223
283;8079;-0.16411042944799992;8079;Mineral County, Colorado;61187
284;8081;-0.678801843317;8081;Moffat County, Colorado;61765
285;8083;-0.30308515661900004;8083;Montezuma County, Colorado;55689
286;8085;-0.4207403891789999;8085;Montrose County, Colorado;55384
287;8087;-0.41857335127799994;8087;Morgan County, Colorado;59584
288;8089;-0.2518856689169999;8089;Otero County, Colorado;46350
289;8091;0.10739275935500003;8091;Ouray County, Colorado;74267
290;8093;-0.26373840897999995;8093;Park County, Colorado;68191
291;8095;-0.5810463121780001;8095;Phillips County, Colorado;62215
292;8097;0.45412534899400003;8097;Pitkin County, Colorado;120810
293;8099;-0.46906388107700014;8099;Prowers County, Colorado;51082
294;8101;0.0033104870899999805;8101;Pueblo County, Colorado;55105
295;8103;-0.6836437718270001;8103;Rio Blanco County, Colorado;70079
296;8105;-0.1958819241980001;8105;Rio Grande County, Colorado;54516
297;8107;0.16976474005199998;8107;Routt County, Colorado;85140
298;8109;0.08718138160400002;8109;Saguache County, Colorado;51179
299;8111;0.09881422924899996;8111;San Juan County, Colorado;45977
300;8113;0.447691950824;8113;San Miguel County, Colorado;88650
301;8115;-0.548387096774;8115;Sedgwick County, Colorado;52821
302;8117;0.276321524189;8117;Summit County, Colorado;87353
303;8119;-0.424769414912;8119;Teller County, Colorado;76717
304;8121;-0.73670605613;8121;Washington County, Colorado;59333
305;8123;-0.22432917258400004;8123;Weld County, Colorado;74779
306;8125;-0.654802744425;8125;Yuma County, Colorado;56757
307;9001;0.20294970008200008;9001;Fairfield County, Connecticut;137183
308;9003;0.21511250717000002;9003;Hartford County, Connecticut;89684
309;9005;-0.138965864072;9005;Litchfield County, Connecticut;94144
310;9007;0.07306395782899994;9007;Middlesex County, Connecticut;101108
